ID,Chapter,Question,Type,Options,Answer,ClozeText,AnswerText,Analysis,Refrence
recuNmjdra7PF2,伤寒论篇::一级,37. 小柴胡汤证中“呕”的机理是,多选题,正邪分争于胁下||脏腑相连，木邪乘土||少阳三焦水道失调而停水，水邪犯胃||少阳胆热犯胃||痰热中阻,BD,,,小柴胡汤证的“呕”源于少阳病机。选项B“脏腑相连，木邪乘土”指肝胆（木）郁热横逆犯胃（土），导致胃气上逆；选项D“少阳胆热犯胃”直接说明胆热扰动胃腑，胃失和降。其余选项中，A为胁下症状的机理，C属三焦水停相关（如五苓散证），E为痰热中阻（如小陷胸汤证），均非小柴胡汤证的核心病机。,《伤寒论》第97条：“……脏腑相连，其痛必下，邪高痛下，故使呕也。”此条点明“呕”与肝胆犯胃相关。另《伤寒论》第96条小柴胡汤证“喜呕”之症，后世注家多释为“胆热犯胃”，如成无己云：“胆热则呕逆。”
recuNmjdralBmA,伤寒论篇::一级,38. 小柴胡汤证的或然证有,多选题,或渴，身有微热||或胁下痞硬||或胸中烦而不渴||或心下悸、小便不利||或腹中痛,BDE,,,小柴胡汤出自《伤寒论》，主治少阳病，其或然证为在基本症状（往来寒热、胸胁苦满等）基础上可能出现的附加症状。根据《伤寒论》第96条，或然证包括胁下痞硬（B）、腹中痛（E）、心下悸及小便不利（D）等。选项A“渴，身有微热”中“身有微热”对应原文“不渴，身有微热”，故表述不准确；选项C“胸中烦而不渴”应为“胸中烦而不呕”，故错误。,《伤寒论》第96条：“伤寒五六日……或胸中烦而不呕，或渴，或腹中痛，或胁下痞硬，或心下悸、小便不利，或不渴、身有微热，或咳者，小柴胡汤主之。”
recuNmjdraYXGJ,伤寒论篇::一级,39. 下列小柴胡汤的加减运用，正确的是,多选题,胸中烦而不呕，去半夏，人参加瓜蒌实||不渴，外有微热，去人参加桂枝||腹中痛者，去黄芩加芍药||心下悸、小便不利者，去黄芩加茯苓||胁下痞硬，去大枣，加牡蛎,ABCDE,,,根据《伤寒论》中小柴胡汤的加减法，各选项均符合原文描述。A项胸中烦而不呕时，去半夏、人参，加瓜蒌实以清热除烦；B项不渴且外有微热，去人参防壅补，加桂枝解表；C项腹中痛因木克土，去黄芩之寒，加芍药柔肝缓急；D项心下悸、小便不利为水饮内停，去黄芩加茯苓利水；E项胁下痞硬为痰气结滞，去大枣之壅滞，加牡蛎软坚散结。,《伤寒论》第96条：“若胸中烦而不呕者，去半夏、人参，加瓜蒌实一枚；若渴，去半夏，加人参合前成四两半，瓜蒌根四两；若腹中痛者，去黄芩，加芍药三两；若胁下痞硬，去大枣，加牡蛎四两；若心下悸、小便不利者，去黄芩，加茯苓四两；若不渴，外有微热者，去人参，加桂枝三两，温覆微汗愈。”
recuNmjdraIDOS,伤寒论篇::一级,40. 柴胡桂枝干姜汤证可见有,多选题,胸胁满微结||呕而不渴||往来寒热||小便利||头汗出,ACE,,,柴胡桂枝干姜汤证为少阳病兼水饮内停，主症包括胸胁满微结（气机郁结）、往来寒热（少阳枢机不利）、头汗出（阳郁不宣）。B选项“呕而不渴”错误，因原文为“渴而不呕”；D选项“小便利”错误，因原文明确“小便不利”。,《伤寒论》第147条：“伤寒五六日，已发汗而复下之，胸胁满微结，小便不利，渴而不呕，但头汗出，往来寒热，心烦者，此为未解也，柴胡桂枝干姜汤主之。”
recuNmjdraNhG2,伤寒论篇::一级,41. 柴胡加龙骨牡蛎汤证的症状是,多选题,胸满||小便不利||烦惊||一身尽重，不可转侧||谵语,ABCDE,,,柴胡加龙骨牡蛎汤证见于《伤寒论》，主治伤寒误下后邪气内陷、少阳枢机不利兼心神被扰之证。其症状包括胸满（少阳郁滞）、烦惊（热扰心神）、小便不利（气化失司）、谵语（热邪上扰）、一身尽重不可转侧（气机壅滞兼湿郁），故选项ABCDE均正确。,《伤寒论·辨太阳病脉证并治中》：“伤寒八九日，下之，胸满烦惊，小便不利，谵语，一身尽重，不可转侧者，柴胡加龙骨牡蛎汤主之。”
recuNmjdra4H63,伤寒论篇::一级,42. 下列方剂的组成正确的是,多选题,柴胡桂枝干姜汤即小柴胡汤去人参、半夏、生姜、大枣加桂枝、干姜、瓜萎根、牡蛎||柴胡桂枝汤即小柴胡汤和桂枝汤的合方||柴胡加龙骨牡蛎即小柴胡汤加桂枝、茯苓、龙骨、牡蛎、铅丹||大柴胡汤即小柴胡汤去人参、甘草加芍药、枳实、大黄||小柴胡汤即半夏泻心汤加柴胡,ABD,,,A正确，柴胡桂枝干姜汤由小柴胡汤去人参、半夏、生姜、大枣，加桂枝、干姜、瓜蒌根、牡蛎；B正确，柴胡桂枝汤是小柴胡汤与桂枝汤的合方；D正确，大柴胡汤即小柴胡汤去人参、甘草，加芍药、枳实、大黄。C错误，因柴胡加龙骨牡蛎汤还需加大黄；E错误，小柴胡汤与半夏泻心汤药物组成不同。,A见《伤寒论》第147条，B见《伤寒论》第146条，D见《伤寒论》第103条；柴胡加龙骨牡蛎汤原文（《伤寒论》107条）含大黄，故C不完整；E无经典依据。
recuNmjdralK8J,伤寒论篇::一级,43. 心下痞硬可见于,多选题,生姜泻心汤证||柴胡桂枝汤证||栀子豉汤证||旋覆代赭汤证||小柴胡汤,AD,,,心下痞硬是胃脘部胀满、按之硬满的症状，主要见于痞证。生姜泻心汤证因胃虚水饮食滞，见“心下痞硬，干噫食臭”；旋覆代赭汤证因胃虚痰气交阻，见“心下痞硬，噫气不除”。柴胡桂枝汤证为少阳兼表，以发热、微恶寒为主；栀子豉汤证为热扰胸膈，以虚烦懊憹为特征；小柴胡汤证以胸胁苦满为主，均不典型出现心下痞硬。,"  
生姜泻心汤证：《伤寒论》157条：“伤寒汗出，解之后，胃中不和，心下痞硬，干噫食臭，胁下有水气，腹中雷鸣，下利者，生姜泻心汤主之。”  
旋覆代赭汤证：《伤寒论》161条：“伤寒发汗，若吐若下，解后，心下痞硬，噫气不除者，旋复代赭汤主之。”"
recuNmjdraq8DY,伤寒论篇::一级,44. 以下需要去滓再煎的方剂有,多选题,附子泻心汤||半夏泻心汤||黄连汤||小柴胡汤||生姜泻心汤,BDE,,,在《伤寒论》中，部分方剂煎煮时要求“去滓再煎”，目的是使药性醇和，调和寒热或升降气机。半夏泻心汤（B）、生姜泻心汤（E）均属调和肠胃的泻心汤类，需去滓再煎；小柴胡汤（D）为和解少阳的代表方，亦需再煎以协调表里。附子泻心汤（A）用麻沸汤渍取，无需久煎；黄连汤（C）煎法未提再煎，故不选。,1. 半夏泻心汤：“上七味，以水一斗，煮取六升，去滓，再煎取三升。”（《伤寒论·辨太阳病脉证并治下》）2. 小柴胡汤：“上七味，以水一斗二升，煮取六升，去滓，再煎取三升。”（《伤寒论·辨太阳病脉证并治中》）3. 生姜泻心汤：“上八味，以水一斗，煮取六升，去滓，再煎取三升。”（《伤寒论·辨太阳病脉证并治下》）
recuNmjdraC05O,伤寒论篇::一级,45. 《伤寒论》中，炙甘草汤的配伍特点在于,多选题,以炙甘草为主药，通经脉，利血气||生地用量最大，以滋阴养血||大枣三十枚，以补益心脾||水、酒合煎，加强通脉行血之功||用潦水煎煮,ABCD,,,炙甘草汤的配伍特点包括：以炙甘草为君药，补气复脉；生地黄用量最大，滋阴养血；大枣三十枚补益脾胃，助气血生化；水与酒同煎以增强通阳行血之效。潦水（雨水）并非其煎煮方法，故E错误。,《伤寒论·辨太阳病脉证并治》载：“伤寒脉结代，心动悸，炙甘草汤主之。甘草四两（炙），生姜三两（切），人参二两，生地黄一斤，桂枝三两（去皮），阿胶二两，麦门冬半升（去心），麻仁半升，大枣三十枚（擘）。上九味，以清酒七升，水八升，先煮八味，取三升，去滓，内胶烊消尽，温服一升，日三服。”
recuNmjdraW4ad,伤寒论篇::一级,46. 阳明病外证可见,多选题,身热不恶寒，反恶热||脉洪大||汗自出||谵语||脉沉,AC,,,阳明病外证指邪热炽盛于阳明经表，尚未入腑成实的阶段，以里热外蒸为主要表现。《伤寒论》明确提到阳明病外证为“身热，汗自出，不恶寒，反恶热”，对应选项A、C。脉洪大（B）虽属阳明热盛之象，但原文未将其归为外证；谵语（D）为腑实热结扰动神明所致，属腑证；脉沉（E）多主里实，与外证无关。,阳明病外证云何？答曰：身热，汗自出，不恶寒，反恶热也。（《伤寒论·辨阳明病脉证并治》第182条）
recuNmjdraDUne,伤寒论篇::一级,47. 白虎汤的适应证为,多选题,腹满身重||谵语||厥逆||大渴，舌上干燥而烦，欲饮水数升||大便溏,ABC,,,白虎汤适用于阳明气分热盛证，其适应证包括腹满身重（热邪壅滞气机）、谵语（热扰心神）、厥逆（热深厥深）。选项D“大渴，舌上干燥而烦，欲饮水数升”为热盛津伤之象，需白虎加人参汤，而非单纯白虎汤。选项E大便溏属寒湿或脾虚，非白虎汤所主。,《伤寒论》176条：“伤寒脉浮滑，此以表有热，里有寒，白虎汤主之。”350条：“伤寒脉滑而厥者，里有热，白虎汤主之。”（注：此处“里有寒”存争议，或为“里有热”之误。）
recuNmjdralCSP,伤寒论篇::一级,48. 白虎汤证可见到,多选题,面垢||腹满||身重，难以转侧||发热||大便溏,ABCD,,,白虎汤证见于阳明气分热盛，主症为身大热、汗大出、口大渴、脉洪大。题目中A面垢为阳明热盛熏蒸所致；B腹满因热壅气滞；C身重、难以转侧为热盛伤气所致；D发热为阳明里热外蒸之象。大便溏（E）多属湿热或脾虚，非白虎汤证所主，故不选。,《伤寒论·辨阳明病脉证并治》第219条：“三阳合病，腹满身重，难以转侧，口不仁面垢……若自汗出者，白虎汤主之。”
recuNmjdraOJfH,伤寒论篇::一级,49. 猪苓汤证与五苓散证共有的症状是,多选题,小便不利||心烦||脉浮||发热恶寒||口苦,ABC,,,猪苓汤证与五苓散证均以水饮内停为病机，但五苓散偏于表邪未尽、气化不利，猪苓汤则属阴虚水热互结。两者共有症状为小便不利（水停气滞）、脉浮（五苓散因表邪，猪苓汤因水热上浮）、心烦（五苓散因津不上承致渴而躁，猪苓汤因阴虚内热）。发热恶寒（D）为五苓散表证独有，口苦（E）属少阳证，故排除。,五苓散见《伤寒论·太阳病篇》71条：“若脉浮，小便不利，微热消渴者，五苓散主之。”猪苓汤见《伤寒论·阳明病篇》223条：“若脉浮发热，渴欲饮水，小便不利者，猪苓汤主之。”及《伤寒论·少阴病篇》319条：“少阴病，下利六七日，咳而呕渴，心烦不得眠者，猪苓汤主之。”
recuNmjdrajkY3,伤寒论篇::一级,50. 猪苓汤证的症状可见,多选题,小便不利||渴不欲饮||心烦不得眠||下利||便秘,ACD,,,猪苓汤证因水热互结、阴液受损，主症为小便不利（A），阴虚内热扰心则见心烦不得眠（C）。水气偏渗大肠可见下利（D）。渴不欲饮（B）非典型，因原文多言“渴欲饮水”；便秘（E）与水气不化无关，故排除。\n,《伤寒论·辨阳明病脉证并治》：“脉浮发热，渴欲饮水，小便不利者，猪苓汤主之。”《伤寒论·辨少阴病脉证并治》：“少阴病，下利六七日，咳而呕渴，心烦不得眠者，猪苓汤主之。”
recuNmjdrazayL,伤寒论篇::一级,51. 调胃承气汤证可见,多选题,发潮热||谵语||腹胀满||不大便||脉沉微,BCD,,,调胃承气汤证属阳明燥实内结，以燥热与实邪初结胃肠为主，但气滞较轻。其证见腹胀满（C）、不大便（D），因燥热上扰心神可见谵语（B）。发潮热（A）多见于大承气汤证的腑实重证，脉沉微（E）为少阴虚寒之象，故非此证所属。,《伤寒论》第248条：“太阳病三日，发汗不解，蒸蒸发热者，属胃也，调胃承气汤主之。”第207条：“阳明病，不吐不下，心烦者，可与调胃承气汤。”第105条：“伤寒十三日……若自下利者……调胃承气汤主之。”（条文综合腹胀满、不大便、谵语等症）
recuNmjdra4NW9,伤寒论篇::一级,52. 以原文为据，调胃承气汤可用于,多选题,阳明病，不吐不下，心烦者||二阳并病，太阳证罢，但发潮热，手足汗出，大便难而谵语者||伤寒吐后，腹胀满者||太阳病三日，发汗不解，蒸蒸发热者||大便溏,ACD,,,调胃承气汤适用于阳明燥热初结、热邪偏盛或燥实不甚之证。A选项为阳明热结轻证，心烦而无吐下，用本方泻热和胃；C选项为吐后津伤致燥热内结，腹胀满而不痛，宜缓下和胃；D选项为太阳转属阳明，里热蒸腾，未至燥屎内结，故用本方。B选项属大承气汤证（燥屎内结、潮热谵语）；E选项大便溏为虚寒或湿滞，禁用攻下。,A对应《伤寒论》第207条：“阳明病，不吐不下，心烦者，可与调胃承气汤”；C对应第249条：“伤寒吐后，腹胀满者，与调胃承气汤”；D对应第248条：“太阳病三日，发汗不解，蒸蒸发热者，属胃也，调胃承气汤主之”。
recuNmjdra0KUK,伤寒论篇::一级,53. 大承气汤为峻下剂，是因为,多选题,厚朴、枳实用量最大||大黄用量最大||硝黄并用，大黄后下||芒硝后下||芒硝用量最大,AC,,,大承气汤为峻下剂的关键在于其配伍与煎服法。A选项正确，因厚朴（八两）、枳实（五枚）用量显著大于其他药物，行气药重用可增强泻下之力；C选项正确，因硝、黄并用（芒硝软坚润燥，大黄攻积泻热），且大黄后下保留其泻下成分，使峻下热结之力更强。B、D、E均与原文记载的剂量或煎法不符。,《伤寒论·辨阳明病脉证并治》：“大承气汤方：大黄四两（酒洗），厚朴半斤（炙，去皮），枳实五枚（炙），芒硝三合。上四味，以水一斗，先煮二物，取五升，去滓，内大黄，更煮取二升，去滓，内芒硝，更上微火一两沸，分温再服。得下，余勿服。”
