ID,主字段,章节,知识解析,知识拓展
recveFKWJulxXv,"<div style=""text-align: center; font-size: 24px;""><b>紫雪</b></div>",开窍剂::凉开剂,"方歌::[[紫雪羚犀朱朴硝]],[[硝磁寒水滑石膏]]。<br>[[丁沉木麝升玄草]],[[更用赤金法亦超]]<br>###组成::[[黄金、石膏、寒水石、滑石、磁石、「犀角屑」、「羚羊角屑」、玄参、沉香、青木香、丁香、升麻、炙甘草、硝石/芒硝、朴硝、朱砂、「麝香」]]<br>###主治::温热病，[[热邪内陷心包、热盛动风]]证。高热烦躁，神昏谵语，痉厥，斑疹吐衄，口渴引饮，唇焦齿燥，尿赤便秘，舌红绛苔干黄，脉数有力或弦数，以及小儿热盛惊厥<br>###功用::[[清热开窍，息风止痉(安神)]]",用法::上十三味，以水一斛，先煮五重金石药，得四斗，去滓后，内八物，煮取一斗五升，去滓。取硝石四升，芒硝亦可，用朴硝精者十斤投汁中，微炭火上煮，柳木篦搅，勿住手，有七升，投在木盆中，半日欲凝，内研朱砂三两，细研磨香当门子五分，内中搅调，寒之二日成霜雪紫色。病人强壮者，一服二分，当利热毒；老弱人或热毒微者，一服一分，以意节之，合得一剂<br>###注意::本方以金石重坠与辛香走窜之品为主，服用过量有损元气，故应中病即止<br>###特点::鉴别：至宝丹与安宫牛黄丸、紫雪皆为凉开之常用方，有清热开窍作用，合称“凉开三宝”。相比而言，“安宫牛黄丸最凉，紫雪次之，至宝又次之”。安宫牛黄丸长于清热解毒，适于痰热偏盛而神昏较重者；紫雪长于息风止痉，适于热闭神昏而见痉厥抽搐者；至宝丹长于芳香开窍，化浊辟秽，适于痰浊偏盛而热邪略轻者。
recveFKWJuxIOX,"<div style=""text-align: center; font-size: 24px;""><b>至宝丹</b></div>",开窍剂::凉开剂,"方歌::[[至宝朱砂麝息香]],[[雄黄犀角与牛黄]]。<br>[[金银二箔兼龙脑]],[[琥珀还同玳瑁良]]<br>###组成::[[生乌犀屑(水牛角代)、朱砂、雄黄、生玳瑁、琥珀、麝香、龙脑、金箔、银箔、牛黄、安息香]]<br>###主治::1.[[中暑、中风及温病痰热内闭心包]]证。神昏谵语，身热烦躁，痰盛气粗，舌红苔黄垢腻，脉滑数<br>2.[[小儿惊厥属于痰热内闭]]者。小儿诸痫，急惊心热，卒中客竹，不得眠睡，烦躁风涎搐搦<br>###功用::[[清热开窍，化浊解毒]]",用法::将生犀、玳瑁为细末，人余药研匀，将安息香膏重汤煮，凝成后，入诸药中和搜成剂，盛不津器中，并旋圆如桐子大，用人参汤化下三至五丸。又疗小儿诸痫，急惊心热，卒中客忤，不得眠睡，烦躁风涎搐搦<br>###注意::原书用法为人参汤送服，意在借人参之力以益气扶正祛邪，适用于病情较重，正气虚弱者。又有“血病，生姜、小便化下”一法，意取童便滋阴降火行瘀，生姜辛散祛痰止呕之功，以痰热尤盛、脉实者为宜<br>###特点::鉴别：至宝丹与安宫牛黄丸、紫雪皆为凉开之常用方，有清热开窍作用，合称“凉开三宝”。相比而言，“安宫牛黄丸最凉，紫雪次之，至宝又次之”。安宫牛黄丸长于清热解毒，适于痰热偏盛而神昏较重者；紫雪长于息风止痉，适于热闭神昏而见痉厥抽搐者；至宝丹长于芳香开窍，化浊辟秽，适于痰浊偏盛而热邪略轻者。
recveFKWJu7F9p,"<div style=""text-align: center; font-size: 24px;""><b>紫金锭(玉枢丹)</b></div>",开窍剂::温开剂,"方歌::[[紫金锭用麝朱雄]],[[慈戟千金五倍同]]。<br>[[太乙玉枢名又别]],[[祛痰逐秽及惊风]]<br>###组成::[[「山慈菇」、红大戟、千金子、霜五倍子、「麝香」、雄黄、朱砂]]<br>###主治::1.[[秽恶痰浊之时疫]]。脘腹胀闷疼痛，恶心呕吐，泄泻，痢疾，舌苔厚腻或浊腻及小儿痰厥<br>2.外敷疗疮疖肿，虫咬损伤，无名肿毒，以及痄腮、丹毒、喉风等<br>###功用::[[化痰开窍，辟秽解毒，消肿止痛]]",用法::上为细末，糯米糊作锭子，阴干。口服或外用醋磨，调敷患处<br>###注意::本方原名太乙神丹，又名追毒丹、紫金丹、玉枢丹。《丹溪心法附余》记载，本方可用生姜、薄荷汁入井华水磨服，以辟秽解毒开窍；大人中风、诸痫用酒磨服，以助行散之力；小儿急慢惊风、五疵八痢，入薄荷一叶，同井华水磨服，以辟秽解毒；痈疽、发背、疔肿，一切恶疮，用井华水磨服及涂患处，未溃者觉痒即消；头痛，用酒入薄荷同研烂，外敷太阳穴上，以疏风通络。因方中含有毒之品，性猛峻烈，不宜过量、久服，孕妇忌用
recveFKWJuh1Xs,"<div style=""text-align: center; font-size: 24px;""><b>苏合香丸</b></div>",开窍剂::温开剂,"方歌::[[苏合香丸麝息香]],[[木丁熏陆荜檀香]]。<br>[[犀冰术沉诃香附]],[[衣用朱砂中恶尝]]<br>###组成::[[吃力伽(白术)、「苏合香」、「麝香」、「龙脑香(冰片)」、「安息香」、青木香、香附、沉香、白檀香、丁香、熏陆香(乳香)、犀角、荜茇、朱砂、诃子、蜂蜜、酒]]<br>###主治::1.[[寒闭证]]。突然昏倒，牙关紧闭，不省人事，苔白，脉迟<br>2.亦治[[心腹卒痛]]，甚则昏厥<br>3.中风、中气及感受时行瘴疠之邪等属于寒凝气滞之[[闭证]]者<br>###功用::[[温通开窍，行气止痛(温中止痛、芳香开窍)]]",用法::上为细末，入研药匀。用安息香膏并炼白蜜和剂，每服旋丸如梧桐子大，取井华水化服四丸，老人、小儿可服一丸，温酒化服也得，并空心服之<br>###注意::①本方原载《外台秘要》引《广济方》，名吃力伽丸(吃力伽即白术)，《苏沈良方》更名为苏合香丸。原方以白术命名，提示开窍行气之方，勿忘补气扶正之意。<br>②方中药物辛香走窜，有损胎气，孕妇忌用
recveFKWJuhq2x,"<div style=""text-align: center; font-size: 24px;""><b>牡蛎散</b></div>",固涩剂::固表止汗剂,"方歌::[[牡蛎散内用黄芪]],[[小麦麻黄根最宜]]。<br>[[自汗盗汗心液损]],[[固表敛汗见效奇]]<br>###组成::[[黄芪、麻黄根、煅牡蛎、小麦]]<br>###主治::[[体虚自汗、盗汗]]证。常自汗出，或盗汗，夜卧尤甚，心悸惊惕，短气烦倦，舌淡红，脉细弱<br>###功用::[[敛阴止汗，益气固表]]",用法::上三味为粗散。每服三钱，水一盏半，小麦百余粒，同煎至八分，去渣热服，日二服，不拘时候<br>###加减::①本方为《太平惠民和剂局方》之牡蛎散。而《医方集解》牡蛎散方将小麦改为浮小麦，则止汗之力更强，但养心之力稍逊。<br>②《备急千金要方》牡蛎散。组成:牡蛎、白术、防风各三两。止汗之验无出于此方，一切泄汗服之，三日皆愈，神验。功用:固表敛汗，兼能疏风。主治:自汗、盗汗，以及体虚外感风邪引起的头痛等症<br>###方解::<b>「君」：</b>牡蛎:敛阴潜阳，镇惊安神，固涩止汗<br><b>「臣」：</b>黄芪:益气实卫，固表止汗。君臣相配，止汗力尤优<br><b>「佐」：</b>麻黄根:收涩止汗；小麦:养心阴，益心气，并能清心除烦<br>###注意::①阴虚火旺之盗汗，不宜使用；<br>②亡阳汗出，大汗淋漓，如珠如油者，当速用独参汤或者参附汤益气回阳救脱，忌用本方<br>###特点::治疗卫外不固，阴伤心阳不潜之自汗盗汗常用方
recveFKWJu3P3G,"<div style=""text-align: center; font-size: 24px;""><b>九仙散</b></div>",固涩剂::敛肺止咳剂,"方歌::[[九仙散中罂粟君]],[[参胶梅味共为臣]]。<br>[[款冬贝桑桔佐使]],[[敛肺止咳益气阴]]<br>###组成::[[人参、款冬花、桑白皮、桔梗、五味子、阿胶、乌梅、贝母、罂粟壳]]<br>###主治::[[久咳伤肺，气阴两虚]]证。久咳不已，咳甚则气喘自汗，痰少而黏，脉虚数<br>###功用::[[敛肺止咳，益气养阴]]",用法::上为末，每服三钱，白汤点服，嗽住止后服<br>###加减::①肺肾亏虚而喘甚，呼多吸少，加蛤蚧、胡桃肉；<br>②气虚明显，气短乏力，可加黄芪、西洋参；<br>③阴虚口燥咽干，舌红苔干，酌加麦冬，沙参；<br>④燥热伤肺痰中带血，可加白及、白茅根、仙鹤草<br>###方解::<b>「君」：</b>罂粟壳:善敛肺止咳，蜜制兼润肺<br><b>「臣」：</b>五味子、乌梅:收敛肺气，助君敛肺止咳人参:益气补肺；阿胶:滋阴润肺。合用:补肺气阴<br><b>「佐」：</b>款冬花:化痰止咳，降气平喘；桑白皮:清肺泄热，止咳平喘；贝母:润肺化痰，清热止咳<br><b>「佐使」：</b>桔梗:宣肺祛痰，载药上行<br>###注意::①本方不宜久服，方中罂粟壳原方为重用之品，但其有毒，当慎酌用量，不宜多服久服，当遵嗽住止后服之训；<br>②久咳而内多痰涎，久咳兼有表邪者忌用，以免留邪<br>###特点::治疗久咳伤肺，气阴两虚证常用方
recveFKWJuHh6N,"<div style=""text-align: center; font-size: 24px;""><b>真人养脏汤</b></div>",固涩剂::涩肠固脱剂,"方歌::[[真人养脏诃粟壳]],[[肉蔻当归桂木香]]。<br>[[术芍参甘为涩剂]],[[脱肛久痢早煎尝]]<br>###组成::[[人参、当归、白术、肉豆蔻、肉桂、炙甘草、白芍、药木香、诃子、罂粟壳]]<br>###主治::[[久泻久痢、脾肾虚寒]]证。久泻，或下痢日久，赤白已尽，后重已除，泻痢无度，大便滑脱不禁，甚则脱肛坠下，腹痛喜温喜按，或便下脓血，下痢赤白，脐腹疼痛，里急后重，日夜无度，不思饮食(倦怠食少)，舌淡苔白，脉沉迟细<br>###功用::[[涩肠固脱，温补脾肾]]",用法::上锉为粗末，每服二大钱，水一盏半，煎至八分，去渣，食前温服。忌酒、面、生、冷、鱼腥、油腻<br>###加减::①原书注曰:“如脏腑滑泄夜起久不瘥者，可加炮附子三四片煎服。”<br>②脾肾虚寒、手足不温者，可加附子以温肾暖脾；脱肛坠下者，加升麻、黄芪以益气升陷<br>###方解::<b>「君」：</b>重用罂粟壳:涩肠固脱止泻<br><b>「臣」：</b>诃子:涩肠止泻；肉豆寇:温中散寒，涩肠止泻；共助君药增强涩肠固脱止泻君臣相配，体现“急则治其标”之法<br><b>「佐」：</b>肉桂:益火壮阳散寒，温肾暖脾；人参、白术、炙甘草:益气健脾当归、白芍:养血和血；白芍又治下痢腹痛；当归、白芍、木香:调气和营木香:芳香醒脾导滞，行气止痛，使补而不滞<br><b>「佐使」：</b>炙甘草:①调和诸药；②合芍药缓急止痛<br>###注意::①因罂粟壳有毒，临证慎酌用量且不宜久服；<br>②泄泻，下痢初起，积滞热毒未去者禁用<br>###特点::治疗泻痢日久，脾肾虚寒常用方。体现急则治其标法
recveFKWJuqA3u,"<div style=""text-align: center; font-size: 24px;""><b>四神丸</b></div>",固涩剂::涩肠固脱剂,"方歌::[[四神骨脂吴茱萸]],[[肉蔻五味四般需]]。<br>[[大枣百枚姜八两]],[[五更肾泄火衰扶]]<br>###组成::[[肉豆寇、五味子、补骨脂、吴茱萸、生姜、大枣]]<br>###主治::[[脾肾阳虚之肾泄]]证。五更泄泻，不思饮食，食不消化，或久泻不愈，或腹痛喜温，腰酸肢冷，神疲乏力，舌淡，苔薄白，脉沉迟无力<br>###功用::[[温肾暖脾，固肠止泻]]",用法::上为末，生姜八两，红枣一百枚，煮熟，取枣肉和末丸，如桐子大，每服五七十九，空心或食前白汤下<br>###加减::①久泄中气下陷而见脱肛者:加黄芪、升麻；<br>②脾肾阳虚甚见洞泄无度，畏寒肢冷:加肉桂、附子<br>###方解::<b>「君」：</b>补骨脂:补命门之火以暖脾土<br><b>「臣」：</b>肉豆蔻:温中涩肠<br><b>「佐」：</b>吴茱萸:温脾胃肾散寒；五味子:温敛固涩止泻，固肾益气<br><b>「佐使」：</b>生姜:温胃散寒；大枣:补脾养胃。姜枣同用:补脾胃，助运化<br>###注意::注意临睡前时淡盐汤或白开水送下:若平日服之，至夜药力已尽，不能敌一夜阴寒<br>###特点::命门火衰，火不暖土所致五更泄泻或久泻代表方
recveFKWJu7RIn,"<div style=""text-align: center; font-size: 24px;""><b>桑螵蛸散</b></div>",固涩剂::涩精止遗剂,"方歌::[[桑螵蛸散用龙龟]],[[参茯菖远及当归]]。<br>[[尿频遗尿精不固]],[[滋肾宁心法勿违]]<br>###组成::[[桑螵鞘、人参、茯神、龙骨、龟甲、远志、菖蒲、当归]]<br>###主治::[[心肾两虚]]证。小便频数，或尿如米泔色，或遗尿，或遗精，心神恍惚，健忘，舌淡苔白，脉细弱。<br>###功用::[[调补心肾，涩精止遗]]",用法::上为末，临卧人参汤调下二钱<br>###方解::<b>「君」：</b>桑螵鞘:补肾助阳，固精止遗缩尿<br><b>「臣」：</b>人参:补益心气，安神定志；龙骨:镇心安神，收涩固精；龟甲:滋阴益肾，补血养心<br><b>「佐」：</b>当归:补心血；茯神:宁心安神，使心气下降远志:安神定志，通肾气上达；石菖蒲:开心窍，益心志<br>###注意::①下焦湿热或相火妄动所致之尿频、遗尿或遗精滑泄，非本方所宜。<br>②原方作散剂，各药用量相等，而在服用时，又以人参汤调服，说明人参用量独大，于方中寓意有二:一为益心气以安心神，二为补元气以摄津液。意在增强益气涩精之力<br>###特点::心肾两虚，水火不交证常用方
recveFKWJuTNUe,"<div style=""text-align: center; font-size: 24px;""><b>金锁固精丸</b></div>",固涩剂::涩精止遗剂,"方歌::[[金锁固精芡实研]],[[莲须龙牡沙苑填]]。<br>[[莲粉糊丸盐汤下]],[[肾虚精滑此方先]]<br>###组成::[[「沙苑蒺」、藜芡、实莲须、龙骨、煅牡蛎、莲子]]<br>###主治::[[肾虚不固之遗精]]。遗精滑泄，腰痛耳鸣，四肢酸软，神疲乏力，舌淡苔白，脉细弱<br>###功用::[[补肾涩精]]",用法::莲子粉糊为丸，盐汤下
recveFKWJunwHM,"<div style=""text-align: center; font-size: 24px;""><b>缩泉丸</b></div>",固涩剂::涩精止遗剂,"方歌::[[缩泉丸治小便频]],[[膀胱虚寒遗尿斟]]。<br>[[乌药益智各等分]],[[山药糊丸效更珍]]<br>###组成::[[天台、乌药、「益智仁」、山药]]<br>###主治::[[下元虚寒之小便频数]]证。小便频数或遗尿不止，舌淡，脉沉弱<br>###功用::[[温肾祛寒，缩尿止遗]]",用法::上为末，酒煎山药末为糊，丸桐子大，每服七十丸，盐、酒或米饮下
recveFKWJuVUDb,"<div style=""text-align: center; font-size: 24px;""><b>固冲汤</b></div>",固涩剂::固前止带剂,"方歌::[[固冲汤中用术芪]],[[龙牡芍萸茜草施]]。<br>[[倍子海蛸棕榈炭]],[[崩中漏下总能医]]<br>###组成::[[山萸肉、煅龙骨、煅牡蛎、白术、生黄芪、白芍、棕榈炭、五倍子、海螵鞘、茜草]]<br>###主治::[[脾肾两虚，冲脉不固]]证。血崩或月经过多，或漏下不止，色淡质稀，头晕肢冷，心悸气短，神疲乏力，腰膝酸软，舌淡，脉细弱<br>###功用::[[固冲摄血，益气健脾(固冲摄血，补脾益肾)]]",用法::水煎服<br>###方解::<b>「君」：</b>白术、黄芪:补气益胃山茱萸:收敛固涩，补益肝肾，调冲任(一说山茱萸为臣药)<br><b>「臣」：</b>生白芍:养血敛阴；龙骨、牡蛎:助君固涩滑脱，收涩止血<br><b>「佐」：</b>棕榈炭、五倍子:收敛止血；海螵蛸、茜草:固涩化瘀止血<br>###特点::脾肾亏虚，冲脉不固的崩漏，月经过多常用方
recveFKWJu6t1X,"<div style=""text-align: center; font-size: 24px;""><b>固经丸</b></div>",固涩剂::固前止带剂,"方歌::[[固经丸用龟板君]],[[黄柏椿皮香附群]]。<br>[[黄芩芍药酒丸服]],[[漏下崩中色黑殷]]<br>###组成::[[黄芩、「白芍」、「龟板」、黄柏、椿根皮、香附、香附、酒]]<br>###主治::[[阴虚血热之崩漏]]。月经过多(经水过期不止，或下血量过多)，或崩中漏下，血色深红或紫黑稠黏，手足心热，腰膝酸软，或小腹疼痛，舌红，脉弦数<br>###功用::[[滋阴清热，固经止血]]",用法::上为末，酒糊丸，如梧桐大。每服五十丸，空心温酒或白汤下<br>###方解::<b>「君」：</b>龟板滋养肝肾，潜阳制火(益肾滋阴而降火)；白芍敛阴益血以养肝。二药合用，肝肾同补<br><b>「臣」：</b>黄芩清热泻火止血；黄柏泻火坚阴，既助黄芩以清热，又助龟板以降火<br><b>「佐」：</b>椿根皮苦涩而凉，固经止血。又恐寒凉太过，止血留瘀，故用少量辛苦微温之香附行气以助活血，并有调经之效。诸药合用，使阴血得养，火热得清，气血调畅，诸症自愈
recveFKWJuOX4S,"<div style=""text-align: center; font-size: 24px;""><b>易黄汤</b></div>",固涩剂::固前止带剂,"方歌::[[易黄白果与芡实]],[[车前黄柏加山药]]。<br>[[脾肾两虚湿热带]],[[补脾益肾清祛湿]]<br>###组成::[[「山药」、「芡实」、黄柏、车前子、白果]]<br>###主治::[[脾肾两虚，湿热带下]]证。带下黏稠量多，色黄如浓茶汁，其气腥秽，食少体倦，腰膝酸软，舌红，苔黄腻，脉濡滑<br>###功用::[[补脾益肾，清热祛湿，收涩止带(固肾止带，清热祛湿)]]",用法::水煎服，连服四剂
